name,price,url
McCoy's Steak Flavour Flame Grilled Potato Crisps 45g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/mccoys-flame-grilled-steak-flavour-potato-crisps-45g
Hula Hoops Salt & Vinegar Flavour Big Hoops Sharp 45g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/hula-hoops-big-hoops-sharp-salt-vinegar-flavour-45g
Sainsbury's On the Go Almonds 25g,70p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-on-the-go-almonds-25g
Graze Snack Box Marmite Crunch Mix 28g,£1.20,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/graze-marmite-crunch-28g
Sainsbury's Mini Pork Pies x2 100g,£1.30,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-mini-pork-pies-x2-100g
Yorkie Duo Chocolate Bar 72g,£1.15,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/yorkie-duo-chocolate-bar-72g
Love Corn Sea Salt Delicious Crunchy Corn 45g,£1.10,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/love-corn-sea-salt-crunchy-corn-45g
Kit Kat Chunky Duo Milk Chocolate Chocolate Bar 64g,£1.15,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kitkat-chunky-duo-64g
McVitie's Jaffa Cake Jonuts Biscuits Single Serve Pack,85p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/mcvities-jaffa-cake-jonuts-biscuits-single-serve-pack
Yorkie Raisin & Biscuit Chocolate Duo Bar 66g,£1.15,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/yorkie-raisin-biscuit-chocolate-duo-bar-66g
Kellogg's Nutri-Grain Morning Bar Strawberry 37g,85p,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kelloggs-nutrigrain-morning-bars-strawberry-x1-37g
